arab	engl	desc	info	phon	line
اﺗﻤﺴﺢ	to be wiped out, erased, rubbed out	vi	masiḥ, masaḥaan	itmasaḥ	itmasaḥ ‫ اﺗﻤﺴﺢ‬vi (masiḥ, masaḥaan) to be wiped out, erased, rubbed out
اﺗﻤﺴﻚ	to be seized, arrested	vi	NA	itmasak	itmasak ‫ اﺗﻤﺴﻚ‬vi (maska) 1 to be seized, arrested 2 to be taken hold of
اﺗﻤﺴﻚ	to be taken hold of	vi	NA	itmasak	itmasak ‫ اﺗﻤﺴﻚ‬vi (maska) 1 to be seized, arrested 2 to be taken hold of
اﺗﻤﺴّﺢ	to oil (one's skin)	vt	misseeḥ	itmassaḥ	itmassaḥ ‫ اﺗﻤﺴّﺢ‬vt (misseeḥ) to oil (one's skin)
اﺗﻤﺴّﻚ	(be-) to be firmly connected or attached (to)	vi	tamassuk	itmassak	itmassak ‫ اﺗﻤﺴّﻚ‬vi (tamassuk) (be-) to be firmly connected or attached (to)
اﺗﻤﺸﻰ	to walk, stroll	vi	-a, mashi, mashiya	itmasha	itmasha ‫ اﺗﻤﺸﻰ‬vi (-a, mashi, mashiya) to walk, stroll
اﺗﻤﺘّﻊ	to enjoy	vi	tamattuʿ	itmattaʿ	itmattaʿ ‫ اﺗﻤﺘّﻊ‬vi (tamattuʿ) to enjoy
ّ اﺗﻤﻂ	to stretch o.s.	vi	NA	itmaṭṭa ّ	itmaṭṭa ّ‫ اﺗﻤﻂ‬vi 1 (maṭṭ) to stretch o.s. 2 (miṭṭeeṭ) to be stretched
ّ اﺗﻤﻂ	to be stretched	vi	NA	itmaṭṭa ّ	itmaṭṭa ّ‫ اﺗﻤﻂ‬vi 1 (maṭṭ) to stretch o.s. 2 (miṭṭeeṭ) to be stretched
اﺗﻤﻄّﻖ	to smack one's lips	vi	miṭṭeeg	itmaṭṭag	itmaṭṭag ‫ اﺗﻤﻄّﻖ‬vi (miṭṭeeg) to smack one's lips
اﺗﻤﻄّﺮ	to rain	vi	NA	itmaṭṭar	itmaṭṭar ‫ اﺗﻤﻄّﺮ‬vi (maṭara) 1 to rain 2 to shelter from the rain
اﺗﻤﻄّﺮ	to shelter from the rain	vi	NA	itmaṭṭar	itmaṭṭar ‫ اﺗﻤﻄّﺮ‬vi (maṭara) 1 to rain 2 to shelter from the rain
اﺗﻤﯿّﺰ	be- to be distinguished by, be characterized by	vi	tamayyuz	itmayyaz	itmayyaz ‫ اﺗﻤﯿّﺰ‬vi (tamayyuz) be- to be distinguished by, be characterized by
اﺗﻨﻌﻨﺶ	to refresh o.s.	vi	NA	itnaʿnash	itnaʿnash ‫ اﺗﻨﻌﻨﺶ‬(naʿnasha) vi to refresh o.s.
اﺗﻨﺎﺳﺐ	maʿa to be appropriate, suit; to match	vi	nasab	itnaasab	itnaasab ‫ اﺗﻨﺎﺳﺐ‬vi (nasab) maʿa to be appropriate, suit; to match
اﺗﻨﺎول	to take	vt	munaawala	itnaawal	itnaawal ‫ اﺗﻨﺎول‬vt (munaawala) to take
اﺗﻨﺎزل	(min/ʿan) to step down, renounce (one's rights), yield	vi	tanaazul	itnaazal	itnaazal ‫ اﺗﻨﺎزل‬vi (tanaazul) (min/ʿan) to step down, renounce (one's rights), yield
اﺗﻨﺒّﺎ	to predict, forecast	vt	-a, tanabbu	itnabba	itnabba ‫ اﺗﻨﺒّﺎ‬vt (-a, tanabbu) to predict, forecast
اﺗﻨﻔﺦ	to be inflated, filled with air (e.g. a tyre)	vi	nafikh	itnafakh	itnafakh ‫ اﺗﻨﻔﺦ‬vi (nafikh) to be inflated, filled with air (e.g. a tyre)
اﺗﻨﻔّﺲ	to breathe	vi	tanaffus	itnaffas	itnaffas ‫ اﺗﻨﻔّﺲ‬vi (tanaffus) to breathe
اﺗﻨﻘﻞ	to be transferred	vi	nagil	itnagal	itnagal ‫ اﺗﻨﻘﻞ‬vi (nagil) to be transferred
اﺗﻨﻘّﻂ	to trickle, drip	vi	NA	itnaggaṭ	itnaggaṭ ‫ اﺗﻨﻘّﻂ‬(niggeeṭ) vi to trickle, drip • vt to add dots (to letters)
اﺗﻨﻘّﻂ	to add dots (to letters)	vt	NA	itnaggaṭ	itnaggaṭ ‫ اﺗﻨﻘّﻂ‬(niggeeṭ) vi to trickle, drip • vt to add dots (to letters)
اﺗﻨﮭﺐ	to be robbed, plundered	vi	nahib, nahba	itnahab	itnahab ‫ اﺗﻨﮭﺐ‬vi (nahib, nahba) to be robbed, plundered
اﺗﻨﮭّﺪ	to sigh	vi	nihheed, tanhiid	itnahhad	itnahhad ‫ اﺗﻨﮭّﺪ‬vi (nihheed, tanhiid) to sigh
اﺗﻨﺤﺲ	to be brought bad luck	vi	naḥsa	itnaḥas	itnaḥas ‫ اﺗﻨﺤﺲ‬vi (naḥsa) to be brought bad luck
اﺗﻨﺠﺪ	to be rescued, saved	vi	najda	itnajad	itnajad ‫ اﺗﻨﺠﺪ‬vi (najda) to be rescued, saved
اﺗﻨﺠّﺪ	to be upholstered	vi	NA	itnajjad	itnajjad ‫ اﺗﻨﺠّﺪ‬vi (tanjiid, tinijjid) 1 to be upholstered 2 to be stuffed (e.g. mattresses)
اﺗﻨﺠّﺪ	to be stuffed (e.g. mattresses)	vi	NA	itnajjad	itnajjad ‫ اﺗﻨﺠّﺪ‬vi (tanjiid, tinijjid) 1 to be upholstered 2 to be stuffed (e.g. mattresses)
اﺗﻨﻜﺐ	to be overcome by a disaster	vi	nakba	itnakab	itnakab ‫ اﺗﻨﻜﺐ‬vi (nakba) to be overcome by a disaster
اﺗﻨﻜّﺮ	le- to ignore (a person)	vi	NA	itnakkar	itnakkar ‫ اﺗﻨﻜّﺮ‬vi 1 (nikkeer) le- to ignore (a person) 2 (tanakkur) to disguise o.s., to be incognito
اﺗﻨﻜّﺮ	to disguise o.s., to be incognito	vi	NA	itnakkar	itnakkar ‫ اﺗﻨﻜّﺮ‬vi 1 (nikkeer) le- to ignore (a person) 2 (tanakkur) to disguise o.s., to be incognito
اﺗﻨﻘّﺐ	to put on a veil covering the face except the eyes	vi	niqaab	itnaqqab	itnaqqab ‫ اﺗﻨﻘّﺐ‬vi (niqaab) to put on a veil covering the face except the eyes
اﺗﻨﺮﻓﺰ	to be(come) bad-tempered, angry; min to be angered, annoyed, irritated by	vi	narfaza	itnarfaz	itnarfaz ‫ اﺗﻨﺮﻓﺰ‬vi (narfaza) to be(come) bad-tempered, angry; min to be angered, annoyed, irritated by
اﺗﻨﺸﺮ	to be spread; to be hung or spread out (of clothes to dry)	vi	NA	itnashar	itnashar ‫ اﺗﻨﺸﺮ‬vi (nashir) 1 to be spread; to be hung or spread out (of clothes to dry) 2 to be published
اﺗﻨﺸﺮ	to be published	vi	NA	itnashar	itnashar ‫ اﺗﻨﺸﺮ‬vi (nashir) 1 to be spread; to be hung or spread out (of clothes to dry) 2 to be published
اﺗﻨﺸﺮ	to be sawn	vi	nashir	itnashar	itnashar ‫ اﺗﻨﺸﺮ‬vi (nashir) to be sawn
اﺗﻨﺸّﻖ	to inhale	vi	nishsheeg	itnashshag	itnashshag ‫ اﺗﻨﺸّﻖ‬vi (nishsheeg) to inhale
اﺗﻨﻮّع	to vary	vi	tanawwuʿ	itnawwaʿ	itnawwaʿ ‫ اﺗﻨﻮّع‬vi (tanawwuʿ) to vary
اﺗﻨﻮّر	to be illuminated	vi	NA	itnawwar	itnawwar ‫ اﺗﻨﻮّر‬vi (tanwiir) 1 to be illuminated 2 to be knowledgeable, enlightened
اﺗﻨﻮّر	to be knowledgeable, enlightened	vi	NA	itnawwar	itnawwar ‫ اﺗﻨﻮّر‬vi (tanwiir) 1 to be illuminated 2 to be knowledgeable, enlightened
ّ اﺗﻨﺰ	to cause to ooze, seep, trickle	vt	NA	itnazza ّ	itnazza ّ‫ اﺗﻨﺰ‬(naziiz) vt to cause to ooze, seep, trickle
اﺗﻨﺰّل	to be brought down; to be unloaded	vi	nizzeel	itnazzal	itnazzal ‫ اﺗﻨﺰّل‬vi (nizzeel) to be brought down; to be unloaded
اﺗﻨﻈّﻢ	to be(come) organized, systematized, to be arranged, put in order	vi	niẓẓeem, tanẓiim	itnaẓẓam	itnaẓẓam ‫ اﺗﻨﻈّﻢ‬vi (niẓẓeem, tanẓiim) to be(come) organized, systematized, to be arranged, put in order
اﺗﻨﯿﻦ	um two; al-itneen both	n	NA	itneen	itneen ‫ اﺗﻨﯿﻦ‬num two; al-itneen both
اﺗﺮاھﻦ	to bet	vi	muraahana, rihaan	itraahan	itraahan ‫ اﺗﺮاھﻦ‬vi (muraahana, rihaan) to bet
اﺗﺮاﺟﻊ	(min) to go back (e.g. on a decision)	vi	taraajuʿ	itraajaʿ	itraajaʿ ‫ اﺗﺮاﺟﻊ‬vi (taraajuʿ) (min) to go back (e.g. on a decision)
اﺗﺮاﻛﻢ	to accumulate	vi	taraakum	itraakam	itraakam ‫ اﺗﺮاﻛﻢ‬vi (taraakum) to accumulate
اﺗﺮﺑﻚ	to be(come) a mess, to be muddled	vi	NA	itrabak	itrabak ‫ اﺗﺮﺑﻚ‬vi (rabka) 1 to be(come) a mess, to be muddled 2 to be(come) confused
اﺗﺮﺑﻚ	to be(come) confused	vi	NA	itrabak	itrabak ‫ اﺗﺮﺑﻚ‬vi (rabka) 1 to be(come) a mess, to be muddled 2 to be(come) confused
اﺗﺮﺑّﻰ	to be brought up	vi	-a, tarbiya	itrabba	itrabba ‫ اﺗﺮﺑّﻰ‬vi (-a, tarbiya) to be brought up
اﺗﺮﺑّﻊ	to sit cross- legged	vi	ribbeeʿ	itrabbaʿ	itrabbaʿ ‫ اﺗﺮﺑّﻊ‬vi (ribbeeʿ) to sit cross- legged
اﺗﺮﺑّﺶ	to be(come) uneasy, troubled, confused	vi	rabsha	itrabbash	itrabbash ‫ اﺗﺮﺑّﺶ‬vi (rabsha) to be(come) uneasy, troubled, confused
اﺗﺮدّد	to hesitate, to be reluctant	vi	taraddud	itraddad	itraddad ‫ اﺗﺮدّد‬vi (taraddud) to hesitate, to be reluctant
اﺗﺮﺿﺮض	to be bruised	vi	riḍreeḍ, raḍraḍa	itraḍraḍ	itraḍraḍ ‫ اﺗﺮﺿﺮض‬vi (riḍreeḍ, raḍraḍa) to be bruised
اﺗﺮﻓﺪ	to be fired, dismissed (from office)	vi	rafid	itrafad	itrafad ‫ اﺗﺮﻓﺪ‬vi (rafid) to be fired, dismissed (from office)
اﺗﺮﻗّﻰ	to be promoted (in rank, grade)	vi	-a, targiya	itragga	itragga ‫ اﺗﺮﻗّﻰ‬vi (-a, targiya) to be promoted (in rank, grade)
اﺗﺮﺟّﺎ	to implore, beseech, beg	vt	-a, raja, tarjiya	itrajja	itrajja ‫ اﺗﺮﺟّﺎ‬vt (-a, raja, tarjiya) to implore, beseech, beg
ّ اﺗﺮج	to be shaken (liquid)	vi	rajj	itrajja ّ	itrajja ّ‫ اﺗﺮج‬vi (rajj) to be shaken (liquid)
اﺗﺮﻛﺐ	to be mounted	vi	rukuub	itrakab	itrakab ‫ اﺗﺮﻛﺐ‬vi (rukuub) to be mounted
اﺗﺮﻛّﺐ	to be assembled, put together	vi	tarkiib	itrakkab	itrakkab ‫ اﺗﺮﻛّﺐ‬vi (tarkiib) to be assembled, put together
اﺗﺮﻛّﺰ	to be firmly fixed in the ground (e.g. a pole)	vi	NA	itrakkaz	itrakkaz ‫ اﺗﺮﻛّﺰ‬vi 1 (rikkeez, tarkiiz) to be firmly fixed in the ground (e.g. a pole) 2 (rikkeez, tarkiiz, tirikkiz) ʿala to lean (on) 3 (tarkiiz) to be concentrated (e.g. juice, alcohol, perfume)
اﺗﺮﻛّﺰ	ʿala to lean (on)	vi	NA	itrakkaz	itrakkaz ‫ اﺗﺮﻛّﺰ‬vi 1 (rikkeez, tarkiiz) to be firmly fixed in the ground (e.g. a pole) 2 (rikkeez, tarkiiz, tirikkiz) ʿala to lean (on) 3 (tarkiiz) to be concentrated (e.g. juice, alcohol, perfume)
اﺗﺮﻛّﺰ	to be concentrated (e.g. juice, alcohol, perfume)	vi	NA	itrakkaz	itrakkaz ‫ اﺗﺮﻛّﺰ‬vi 1 (rikkeez, tarkiiz) to be firmly fixed in the ground (e.g. a pole) 2 (rikkeez, tarkiiz, tirikkiz) ʿala to lean (on) 3 (tarkiiz) to be concentrated (e.g. juice, alcohol, perfume)
اﺗﺮﺧﻰ	to be(come) loose	vi	-i, rakhiya	itrakha	itrakha ‫ اﺗﺮﺧﻰ‬vi (-i, rakhiya) to be(come) loose
اﺗﺮﻣﻰ	to be thrown (away)	vi	-i, ramiya	itrama	itrama ‫ اﺗﺮﻣﻰ‬vi (-i, ramiya) to be thrown (away)
اﺗﺮﺳّﻞ	to be sent	vi	risseel	itrassal	itrassal ‫ اﺗﺮﺳّﻞ‬vi (risseel) to be sent
ّ اﺗﺮص	to be stacked; put in order (of items)	vt	raṣṣ, raṣṣa	itraṣṣa ّ	itraṣṣa ّ‫ اﺗﺮص‬vt (raṣṣ, raṣṣa) to be stacked; put in order (of items)
اﺗﺮﺷّﺢ	to be nominated	vi	tarashshuḥ	itrashshaḥ	itrashshaḥ ‫ اﺗﺮﺷّﺢ‬vi (tarashshuḥ) to be nominated
اﺗﺮﺗّﺐ	to be arranged, to be put in order	vt	tartiib	itrattab	itrattab ‫ اﺗﺮﺗّﺐ‬vt (tartiib) to be arranged, to be put in order
اﺗﺮﻃّﺐ	to be(come) damp; to be dampened	vt	tarṭiib	itraṭṭab	itraṭṭab ‫ اﺗﺮﻃّﺐ‬vt (tarṭiib) to be(come) damp; to be dampened
اﺗﺮوّى	to be(come) calm	vi	-a, riwweey	itrawwa	itrawwa ‫ اﺗﺮوّى‬vi (-a, riwweey) to be(come) calm
اﺗﺮﯾّﺾ	to practise sports	vi	riyaaḍa	itrayyaḍ	itrayyaḍ ‫ اﺗﺮﯾّﺾ‬vi (riyaaḍa) to practise sports
اﺗﺮﯾّﺢ	to perfume o.s.	vi	riiḥa	itrayyaḥ	itrayyaḥ ‫ اﺗﺮﯾّﺢ‬vi (riiḥa) to perfume o.s.
اﺗﺴﺎﻋﺪ	to help one another	vi	musaaʿada	itsaaʿad	itsaaʿad ‫ اﺗﺴﺎﻋﺪ‬vi (musaaʿada) to help one another
اﺗﺴﺎﺑﻖ	to race	vi	sabag, musaabaga	itsaabag	itsaabag ‫ اﺗﺴﺎﺑﻖ‬vi (sabag, musaabaga) to race
اﺗﺴﺎﻓﮫ	to behave immorally, be insolent	vi	safaaha	itsaafah	itsaafah ‫ اﺗﺴﺎﻓﮫ‬vi (safaaha) to behave immorally, be insolent
اﺗﺴﺎﻟﻢ	to greet each other	vi	musaalama	itsaalam	itsaalam ‫ اﺗﺴﺎﻟﻢ‬vi (musaalama) to greet each other
اﺗﺴﺎوى	to be(come) equal	vi	-a, musaawaa	itsaawa	itsaawa ‫ اﺗﺴﺎوى‬vi (-a, musaawaa) to be(come) equal
اﺗﺴﺎل	to be asked (of a question)	vi	suꞌaal	itsaꞌal	itsaꞌal ‫ اﺗﺴﺎل‬vi (suꞌaal) to be asked (of a question)
ّ اﺗﺴﺪ	to be closed; to be blocked; niyyat-i itsaddat I lost my appetite	vi	NA	itsadda ّ	itsadda ّ‫ اﺗﺴﺪ‬vi 1 (sadd, insidaad) to be closed; to be blocked; niyyat-i itsaddat I lost my appetite 2 (sadda, siddeey) le- (min) to take revenge (on), avenge; itsadda le-akhuu-ho min al-kaatil he avenged his brother’s death on the murderer; itsadda le- sharaf-o he defended his honour
ّ اﺗﺴﺪ	le- (min) to take revenge (on), avenge; itsadda le-akhuu-ho min al-kaatil he avenged his brother’s death on the murderer; itsadda le- sharaf-o he defended his honour	vi	NA	itsadda ّ	itsadda ّ‫ اﺗﺴﺪ‬vi 1 (sadd, insidaad) to be closed; to be blocked; niyyat-i itsaddat I lost my appetite 2 (sadda, siddeey) le- (min) to take revenge (on), avenge; itsadda le-akhuu-ho min al-kaatil he avenged his brother’s death on the murderer; itsadda le- sharaf-o he defended his honour
اﺗﺴﺪّد	to be paid (of debt)	vi	sadaad	itsaddad	itsaddad ‫ اﺗﺴﺪّد‬vi (sadaad) to be paid (of debt)
اﺗﺴﺠﻦ	to be imprisoned	vi	sajna, sijin	itsajan	itsajan ‫ اﺗﺴﺠﻦ‬vi (sajna, sijin) to be imprisoned
اﺗﺴﺠّﻞ	to be noted down to be registered, recorded (also of music, etc.)	vi	NA	itsajjal	itsajjal ‫ اﺗﺴﺠّﻞ‬vi (tasjiil) 1 to be noted down to be registered, recorded (also of music, etc.) 2 to be enrolled
اﺗﺴﺠّﻞ	to be enrolled	vi	NA	itsajjal	itsajjal ‫ اﺗﺴﺠّﻞ‬vi (tasjiil) 1 to be noted down to be registered, recorded (also of music, etc.) 2 to be enrolled
اﺗﺴﻜّﺖ	to be silenced, pacified	vt	sikkeet	itsakkat	itsakkat ‫ اﺗﺴﻜّﺖ‬vt (sikkeet) to be silenced, pacified
اﺗﺴﺨّﻦ	to be warmed, heated	vi	sikhkheen, taskhiin	itsakhkhan	itsakhkhan ‫ اﺗﺴﺨّﻦ‬vi (sikhkheen, taskhiin) to be warmed, heated
اﺗﺴﻠﺐ	to be stolen (e.g. of livestock)	vi	salba	itsalab	itsalab ‫ اﺗﺴﻠﺐ‬vi (salba) to be stolen (e.g. of livestock)
اﺗﺴﻠّﻰ	to have a good time, amuse o.s.	vi	-a, tasliya	itsalla	itsalla ‫ اﺗﺴﻠّﻰ‬vi (-a, tasliya) to have a good time, amuse o.s.
اﺗﺴﻠّﻒ	to borrow	vt	tasliif	itsallaf	itsallaf ‫ اﺗﺴﻠّﻒ‬vt (tasliif) to borrow
اﺗﺴﻠّﻞ	to trespass secretly, infiltrate	vi	NA	itsallal	itsallal ‫ اﺗﺴﻠّﻞ‬vi (tasallul) 1 to trespass secretly, infiltrate 2 to make an offside move (in football)
اﺗﺴﻠّﻞ	to make an offside move (in football)	vi	NA	itsallal	itsallal ‫ اﺗﺴﻠّﻞ‬vi (tasallul) 1 to trespass secretly, infiltrate 2 to make an offside move (in football)
اﺗﺴﻤﻊ	to be heard	vi	samaʿ	itsamaʿ	itsamaʿ ‫ اﺗﺴﻤﻊ‬vi (samaʿ) to be heard
اﺗﺴﻤّﻢ	to be poisoned	vi	tasammum	itsammam	itsammam ‫ اﺗﺴﻤّﻢ‬vi (tasammum) to be poisoned
اﺗﺴﺮق	(min) to be stolen (from); to be robbed; itsarag minn-i kitaab-i my book has been stolen	vi	sarga	itsarag	itsarag ‫ اﺗﺴﺮق‬vi (sarga) (min) to be stolen (from); to be robbed; itsarag minn-i kitaab-i my book has been stolen
اﺗﺴﺮّع	to hurry; to do sth.in haste, dash off, rush into	vi	surʿa	itsarraʿ	itsarraʿ ‫ اﺗﺴﺮّع‬vi (surʿa) to hurry; to do sth.in haste, dash off, rush into
اﺗﺴﺮّب	to leak, seep	vi	NA	itsarrab	itsarrab ‫ اﺗﺴﺮّب‬vi (tasarrub) 1 to leak, seep 2 to be smuggled 3 to sneak away; itsarrab min-um he gave them the slip
اﺗﺴﺮّب	to be smuggled	vi	NA	itsarrab	itsarrab ‫ اﺗﺴﺮّب‬vi (tasarrub) 1 to leak, seep 2 to be smuggled 3 to sneak away; itsarrab min-um he gave them the slip
اﺗﺴﺮّب	to sneak away; itsarrab min-um he gave them the slip	vi	NA	itsarrab	itsarrab ‫ اﺗﺴﺮّب‬vi (tasarrub) 1 to leak, seep 2 to be smuggled 3 to sneak away; itsarrab min-um he gave them the slip
اﺗﺴﺘّﺮ	ʿala to shield s.o. (e.g. from scandal)	vi	tasattur	itsattar	itsattar ‫ اﺗﺴﺘّﺮ‬vi (tasattur) ʿala to shield s.o. (e.g. from scandal)
اﺗﺴﻄﻞ	to be(come) high on cannabis	vi	saṭla, saṭalaan	itsaṭal	itsaṭal ‫ اﺗﺴﻄﻞ‬vi (saṭla, saṭalaan) to be(come) high on cannabis
اﺗﺴﻮّى	to be made (e.g. of tea, food)	vi	-a, siwweey, suwaa	itsawwa	itsawwa ‫ اﺗﺴﻮّى‬vi (-a, siwweey, suwaa) to be made (e.g. of tea, food)
اﺗﺴﻮّق	to shop, go shopping	vi	siwweeg	itsawwag	itsawwag ‫ اﺗﺴﻮّق‬vi (siwweeg) to shop, go shopping
اﺗﺴﻮّك	to brush one's teeth	vi	siwweek, taswiik	itsawwak	itsawwak ‫ اﺗﺴﻮّك‬vi (siwweek, taswiik) to brush one's teeth
اﺗﺴﯿﻄﺮ	ʿala to dominate, control	vi	sayṭara	itsayṭar	itsayṭar ‫ اﺗﺴﯿﻄﺮ‬vi (sayṭara) ʿala to dominate, control
اﺗﺼﻌﻠﻚ	to behave immorally	vi	ṣaʿlaka	itṣaʿlak	itṣaʿlak ‫ اﺗﺼﻌﻠﻚ‬vi (ṣaʿlaka) to behave immorally
اﺗﺼﺎدم	to bump, collide, crash into	vi	NA	itṣaadam	itṣaadam ‫ اﺗﺼﺎدم‬vi (maʿa) 1 (muṣaadama) to bump, collide, crash into 2 (ṣidaam, muṣaadama) to clash
اﺗﺼﺎدم	to clash	vi	NA	itṣaadam	itṣaadam ‫ اﺗﺼﺎدم‬vi (maʿa) 1 (muṣaadama) to bump, collide, crash into 2 (ṣidaam, muṣaadama) to clash
اﺗﺼﺎﻟﺢ	to be(come) reconciled	vi	muṣaalaḥa	itṣaalaḥ	itṣaalaḥ ‫ اﺗﺼﺎﻟﺢ‬vi (muṣaalaḥa) to be(come) reconciled
ّ اﺗﺼﺐ	to be poured (out)	vi	ṣabb	itṣabba ّ	itṣabba ّ‫ اﺗﺼﺐ‬vi (ṣabb) to be poured (out)
اﺗﺼﺪم	(fi) to be shocked (by)	vi	ṣadma	itṣadam	itṣadam ‫ اﺗﺼﺪم‬vi (ṣadma) (fi) to be shocked (by)
اﺗﺼﺪّى	to rust, oxidize	vi	-a, ṣiddeey, ṣadiya	itṣadda	itṣadda ‫ اﺗﺼﺪّى‬vi (-a, ṣiddeey, ṣadiya) to rust, oxidize
اﺗﺼﺪّق	to be believed	vi	NA	itṣaddag	itṣaddag ‫ اﺗﺼﺪّق‬vi 1 (ṣiddeeg) to be believed 2 (taṣdiig) to be approved, endorsed 3 (taṣaddug) (ʿala) to give alms (to)
اﺗﺼﺪّق	to be approved, endorsed	vi	NA	itṣaddag	itṣaddag ‫ اﺗﺼﺪّق‬vi 1 (ṣiddeeg) to be believed 2 (taṣdiig) to be approved, endorsed 3 (taṣaddug) (ʿala) to give alms (to)
اﺗﺼﺪّق	(ʿala) to give alms (to)	vi	NA	itṣaddag	itṣaddag ‫ اﺗﺼﺪّق‬vi 1 (ṣiddeeg) to be believed 2 (taṣdiig) to be approved, endorsed 3 (taṣaddug) (ʿala) to give alms (to)
اﺗﺼﻘﻊ	to be struck on the head	vi	NA	itṣagaʿ	itṣagaʿ ‫ اﺗﺼﻘﻊ‬vi (ṣagʿa) 1 to be struck on the head 2 to be(come) high on cannabis
اﺗﺼﻘﻊ	to be(come) high on cannabis	vi	NA	itṣagaʿ	itṣagaʿ ‫ اﺗﺼﻘﻊ‬vi (ṣagʿa) 1 to be struck on the head 2 to be(come) high on cannabis
اﺗﺼﺤّﺢ	to be corrected	vi	taṣḥiiḥ	itṣaḥḥaḥ	itṣaḥḥaḥ ‫ اﺗﺼﺤّﺢ‬vi (taṣḥiiḥ) to be corrected
اﺗﺼﻠّﺢ	to be repaired; to be improved	vi	ṣilleeḥ, taṣliiḥ	itṣallaḥ	itṣallaḥ ‫ اﺗﺼﻠّﺢ‬vi (ṣilleeḥ, taṣliiḥ) to be repaired; to be improved
اﺗﺼﻤّﻎ	to be glued	vi	ṣimmeegh, ṣamugh	itṣammagh	itṣammagh ‫ اﺗﺼﻤّﻎ‬vi (ṣimmeegh, ṣamugh) to be glued
اﺗﺼﻨﻊ	to be made, manufactured	vi	ṣinaaʿa	itṣanaʿ	itṣanaʿ ‫ اﺗﺼﻨﻊ‬vi (ṣinaaʿa) to be made, manufactured
اﺗﺼﻨّﻊ	to simulate	vt	taṣannuʿ	itṣannaʿ	itṣannaʿ ‫ اﺗﺼﻨّﻊ‬vt (taṣannuʿ) to simulate
اﺗﺼﻨّﺖ	to eavesdrop; to bug	vi	taṣannut	itṣannat	itṣannat ‫ اﺗﺼﻨّﺖ‬vi (taṣannut) to eavesdrop; to bug
اﺗﺼﺮّف	to act, behave	vi	NA	itṣarraf	itṣarraf ‫ اﺗﺼﺮّف‬vi (taṣarruf) 1 to act, behave 2 fi/maʿa to cope, manage (sth./s.o.)
اﺗﺼﺮّف	fi/maʿa to cope, manage (sth./s.o.)	vi	NA	itṣarraf	itṣarraf ‫ اﺗﺼﺮّف‬vi (taṣarruf) 1 to act, behave 2 fi/maʿa to cope, manage (sth./s.o.)
اﺗﺼﻮّر	to be photographed	vi	NA	itṣawwar	itṣawwar ‫ اﺗﺼﻮّر‬vi 1 (taṣwiir) to be photographed 2 (taṣawwur) to imagine
اﺗﺼﻮّر	to imagine	vi	NA	itṣawwar	itṣawwar ‫ اﺗﺼﻮّر‬vi 1 (taṣwiir) to be photographed 2 (taṣawwur) to imagine
اﺗﺸﻌﺒﻂ	fi to climb (e.g. a tree)	vi	shiʿbeeṭ, shaʿbaṭa	itshaʿbaṭ	itshaʿbaṭ ‫ اﺗﺸﻌﺒﻂ‬vi (shiʿbeeṭ, shaʿbaṭa) fi to climb (e.g. a tree)
اﺗﺸﺎءم	be- to perceive sth. as a bad omen	vi	NA	itshaaꞌam	itshaaꞌam ‫ اﺗﺸﺎءم‬vi (mushaaꞌama) 1 be- to perceive sth. as a bad omen 2 to be(come) pessimistic
اﺗﺸﺎءم	to be(come) pessimistic	vi	NA	itshaaꞌam	itshaaꞌam ‫ اﺗﺸﺎءم‬vi (mushaaꞌama) 1 be- to perceive sth. as a bad omen 2 to be(come) pessimistic
اﺗﺸﺎﻛﻞ	to quarrel with one another	vt	shakal	itshaakal	itshaakal ‫ اﺗﺸﺎﻛﻞ‬vt (shakal) to quarrel with one another
اﺗﺸﺎل	to be taken away, removed	vi	sheel, sheela	itshaal	itshaal ‫ اﺗﺸﺎل‬vi (sheel, sheela) to be taken away, removed
اﺗﺸﺎرك	fi to share	vi	NA	itshaarak	itshaarak ‫ اﺗﺸﺎرك‬(mushaaraka) vi 1 fi to share 2 maʿa to collaborate, enter into partnership with one another • vt to share
اﺗﺸﺎرك	maʿa to collaborate, enter into partnership with one another	vi	NA	itshaarak	itshaarak ‫ اﺗﺸﺎرك‬(mushaaraka) vi 1 fi to share 2 maʿa to collaborate, enter into partnership with one another • vt to share
اﺗﺸﺎرك	to share	vt	NA	itshaarak	itshaarak ‫ اﺗﺸﺎرك‬(mushaaraka) vi 1 fi to share 2 maʿa to collaborate, enter into partnership with one another • vt to share
اﺗﺸﺎﯾﻞ	to carry together	vt	sheela, shayalaan	itshaayal	itshaayal ‫ اﺗﺸﺎﯾﻞ‬vt (sheela, shayalaan) to carry together
اﺗﺸﺒﻚ	to quarrel	vi	shabik	itshabak	itshabak ‫ اﺗﺸﺒﻚ‬vi (shabik) to quarrel
اﺗﺸﺒّﻊ	to be(come) saturated	vi	tashabbuʿ	itshabbaʿ	itshabbaʿ ‫ اﺗﺸﺒّﻊ‬vi (tashabbuʿ) to be(come) saturated
اﺗﺸﺒّﻚ	to be(come) complicated	vi	shibbeek	itshabbak	itshabbak ‫ اﺗﺸﺒّﻚ‬vi (shibbeek) to be(come) complicated
اﺗﺸﺒّﺮ	to produce shoddy work, to work on sth. without being skilled	vi	shibbeer, tishibbir	itshabbar	itshabbar ‫ اﺗﺸﺒّﺮ‬vi (shibbeer, tishibbir) to produce shoddy work, to work on sth. without being skilled
